#,weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_report_id
1225,CHEMICAL WEAPON,,,,,,,,,,,,,,,OBJECT,,4635849
1226,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4664330
1227,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4686334
1228,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1,No,,,,,,,,UNKNOWN,,4692677
1229,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4720268
1230,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4725920
1231,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4741333
1232,SEMI-AUTO PISTOL,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P226,,,2,No,,,,,,,,SUBJECT,,4798329
1233,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4807900
1234,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,3,No,,,,,,,,SUBJECT,,4819918
1235,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4820392
1236,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4840454
1237,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4887495
1238,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,4888887
1239,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4898406
1240,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4964702
1241,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,4966776
1242,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5124692
1243,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,5136949
1244,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5184036
1245,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5196438
1246,SEMI-AUTO PISTOL,,"SAUER, J. P. (SAUER & SOHN)",P228,,,3,No,,,,,,,,UNKNOWN,,5208466
1247,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5238077
1248,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,5258439
1249,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5271859
1250,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5277021
1251,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5283418
1252,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5402492
1253,CHEMICAL WEAPON,,,,,,,No,,,,,,,,SUBJECT,,5437745
1254,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,2,No,,,,,,,,SUBJECT,,5437745
1255,TASER (PROBE DISCHARGE),,,,,,,No,,,,,,,,SUBJECT,,5437745
1256,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,UNKNOWN,,5437763
1257,OTHER (SPECIFY),,,,,,,,,,,,,,,SUBJECT,,5446070
1258,SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,13,Yes,,,,,,,,SUBJECT,,5453112
1259,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5475790
1260,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5476518
1261,SEMI-AUTO PISTOL,,GLOCK GMBH,26,,,1,No,,,,,,,,SUBJECT,,5525512
1262,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5552004
1263,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5574695
1264,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5603387
1265,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5624180
1266,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5695819
1267,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5696805
1268,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5728796
1269,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5735356
1270,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5745189
1271,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5765502
1272,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,5799594
1273,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,5803374
1274,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5806591
1275,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5811990
1276,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5897444
1277,SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1,No,,,,,,,,NONE,,5899540
1278,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5909505
1279,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5909581
1280,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5909717
1281,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5920493
1282,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5922363
1283,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5922448
1284,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5923624
1285,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5923870
1286,OTHER (SPECIFY),,,,,,,No,,,,,,,,UNKNOWN,,5924119
1287,SHOTGUN,,REMINGTON ARMS CO.,870,,,1,No,,,,,,,,UNKNOWN,,5924119
1288,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5933119
1289,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,5946921
1290,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5956706
1291,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5956753
1292,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5977367
1293,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5993275
1294,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,5996190
1295,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,6035201
1296,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6042720
1297,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6043797
1298,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6044038
1299,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,6075304
1300,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,6075976
1301,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,6076795
1302,CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,6076801
1303,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6077691
1304,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6078326
1305,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6081331
1306,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6081987
1307,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6082004
1308,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6083546
