#,weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_report_id
294,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99680
295,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99681
296,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99682
297,SEMI-AUTO PISTOL,"STURM, RUGER & CO. (BEARCAT,BLACKHAWK,SPEED SIX)",,LCP,2.75,380 ACP,1,No,0,OTHER (SPECIFY),STRONG SIDE DRAW,,false,NONE,0-5FT,UNKNOWN,STANDING,99707
298,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4, 9 MM,6,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,0,false,NONE,05-10FT,PERSON,STANDING,99718
299,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99729
300,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99730
301,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99780
302,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,99804
303,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99810
304,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99837
305,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99838
306,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99862
307,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,99921
308,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99921
309,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102678
310,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4, 9 MM,7,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,BUILDING,10-15FT,BOTH,STANDING,99930
311,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,26,3, 9 MM,11,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,CAR,10-15FT,PERSON,STANDING,99933
312,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,99947
313,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99950
314,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99953
315,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,99972
316,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100001
317,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100003
318,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100044
319,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100053
320,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100068
321,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100074
322,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100084
323,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100096
324,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100100
325,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100101
326,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,100109
327,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100112
328,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100113
329,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100121
330,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100138
331,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100152
332,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.48, 9 MM,10,Yes,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,SPEED RELOAD,true,POLICE VEHICLE,05-10FT,PERSON,STANDING,100157
333,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4.49, 9 MM,2,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,VEHICLE DOOR,05-10FT,PERSON,STANDING,100158
334,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100166
335,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100189
336,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100201
337,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100221
338,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,21,4.6,45 CAL,2,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,BUSHES,10-15FT,PERSON,STANDING,100234
339,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100235
340,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100236
341,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100239
342,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.49, 9 MM,4,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,OVER 15FT,PERSON,STANDING,100245
343,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100246
344,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100255
345,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100267
346,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100285
347,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100293
348,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,1,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,BRICK WALL,0-5FT,UNKNOWN,STANDING,100297
349,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,1,No,0,OTHER (SPECIFY),OTHER (SPECIFY),,true,UNKNOWN,05-10FT,UNKNOWN,OTHER (SPECIFY),100298
350,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,21,4.5,45 CAL,14,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,BRICK WALL,05-10FT,PERSON,STANDING,100299
351,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,5,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,CONCRETE STAIRS,OVER 15FT,PERSON,KNEELING,100300
352,SEMI-AUTO PISTOL,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,,P220,40,45 CAL,5,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,DNA,OVER 15FT,UNKNOWN,STANDING,100301
353,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100306
354,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100309
355,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100318
356,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100321
357,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100322
358,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100358
359,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100378
360,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100382
361,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100408
362,SEMI-AUTO PISTOL,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",,5943,4, 9 MM,1,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,DNA,10-15FT,UNKNOWN,STANDING,100423
363,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100444
364,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100445
365,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100446
366,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100464
367,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100480
368,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100501
369,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100502
370,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100518
371,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100531
372,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100548
373,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100569
374,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100579
375,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,100601
376,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100618
377,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100631
378,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,100633
379,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100633
380,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100646
381,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100648
382,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100662
383,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100665
384,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100676
385,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,100684
386,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100687
387,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100691
388,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,100704
389,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100713
390,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100736
391,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100746
392,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100748
393,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100753
394,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100760
395,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,9,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,CAR DOOR,0-5FT,PERSON,STANDING,100770
396,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100775
397,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100777
398,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,23,4,40 S&W,3,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,0-5FT,PERSON,STANDING,100780
399,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,100784
400,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100784
401,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,100786
402,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100886
403,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,100890
404,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100894
405,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,100901
406,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100911
407,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100939
408,SEMI-AUTO PISTOL,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,,P226,4.4, 9 MM,2,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,NONE,0-5FT,NONE,OTHER (SPECIFY),100948
409,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4.01, 9 MM,4,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,NONE,10-15FT,PERSON,STANDING,100951
410,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100955
411,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100956
412,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100959
413,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100960
414,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100966
415,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100979
416,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,100998
417,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101023
418,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101027
419,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101068
420,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101125
421,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101133
422,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101170
423,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101179
424,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101181
425,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101205
426,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101232
427,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101238
428,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,101257
429,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101258
430,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101260
431,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101261
432,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,101270
433,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101275
434,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101315
435,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,101333
436,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101339
437,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101349
438,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,101366
439,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101375
440,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,101386
441,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101394
442,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101396
443,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101465
444,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101494
445,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101501
446,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101502
447,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,101515
448,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,101534
449,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101557
450,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101561
451,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101573
452,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,101575
453,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101581
454,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101582
455,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101621
456,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,101624
457,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101632
458,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101653
459,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101669
460,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101679
461,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101683
462,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101689
463,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101733
464,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,101735
465,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,101747
466,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101779
467,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,101782
468,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101787
469,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,101794
470,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101849
471,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,101857
472,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101857
473,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101891
474,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101897
475,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101898
476,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,101921
477,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101945
478,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,101963
479,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102037
480,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,102070
481,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102076
482,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102082
483,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102092
484,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102104
485,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102106
486,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102111
487,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102118
488,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102126
489,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102151
490,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102173
491,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102185
492,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102191
493,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102192
494,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102229
495,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102230
496,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102280
497,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102310
498,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102327
499,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102379
500,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102381
501,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,102383
502,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102385
503,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102390
504,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102391
505,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102392
506,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102401
507,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102405
508,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102420
509,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102437
510,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102494
511,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102534
512,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102535
513,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102544
514,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102548
515,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102583
516,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102601
517,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102621
518,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102637
519,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102647
520,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,102657
521,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102657
522,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102662
523,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102668
524,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102670
525,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102676
526,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102691
527,SEMI-AUTO PISTOL,SPRINGFIELD ARMS CO.--US--(NAME USED BY CRESCENT),,XDM,4.5, 9 MM,5,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,VEHICLE,10-15FT,PERSON,SITTING,102741
528,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,16,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,NONE,0-5FT,PERSON,STANDING,102742
529,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102755
530,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,102758
531,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102788
532,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102813
533,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102819
534,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102821
535,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102825
536,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102829
537,RIFLE,,,DEFENDER,16,,3,No,,,,,true,DISTANCE,,,,102831
538,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,3,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,DISTANCE,0-5FT,ANIMAL,STANDING,102832
539,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102840
540,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102876
541,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,102925
542,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.49, 9 MM,3,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,NONE,05-10FT,PERSON,STANDING,102935
543,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102942
544,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102962
545,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102979
546,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102985
547,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,102987
548,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,102990
549,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103032
550,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103034
551,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103038
552,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103043
553,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103044
554,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103101
555,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103105
556,SEMI-AUTO PISTOL,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",,M&P,4, 9 MM,3,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,0-5FT,PERSON,STANDING,103156
557,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103161
558,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103191
559,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103204
560,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,21,4.6, 45 ACP,14,Yes,13,RIGHT SIDE (WAIST),STRONG SIDE DRAW,EMERGENCY RELOAD,true,POLICE VEHICLE,OVER 15FT,BOTH,SITTING,103227
561,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,103248
562,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103254
563,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103261
564,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103262
565,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103265
566,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103285
567,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103293
568,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103294
569,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103336
570,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103345
571,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103350
572,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103351
573,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103357
574,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103360
575,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103387
576,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103394
577,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103409
578,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103429
579,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103435
580,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103455
581,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,103456
582,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103467
583,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103486
584,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103513
585,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103553
586,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103568
587,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,103584
588,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103600
589,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103642
590,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,103645
591,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,8,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,05-10FT,PERSON,OTHER (SPECIFY),103649
592,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103650
593,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103651
594,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,103654
595,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103654
596,CHEMICAL WEAPON,,,,,,,,,,,,,,,,,103665
597,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103667
598,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103668
599,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103691
600,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103693
601,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,103696
602,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,103701
603,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103720
604,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,103768
605,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,103770
606,SEMI-AUTO PISTOL,SPRINGFIELD ARMS CO.--US--(NAME USED BY CRESCENT),,XD,4, 45 ACP,1,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,WALL,10-15FT,OBJECT,STANDING,103793
607,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,1,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,true,CORNER OF BUILDING,OVER 15FT,UNKNOWN,STANDING,103795
608,SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,22,4.5,40 S&W,3,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,REAR FENCE,10-15FT,PERSON,STANDING,103797
